dish_code,dish_name,version,as_of_date,source_recipe_version,source_recipe_blob_sha,PEANUT,ASPARTAME,MUSTARD,SULPHITES,GLUTEN,SESAME,LUPIN,MOLLUSC,MILK,NUTS,CRUSTACEAN,FISH,CELERY,SOY,EGG,matrix_status,evidence_ids,method,required_confirmation,cross_contact_status,owner
VKM-011,Греческий,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-012,Винегрет,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-013,Слабосолёный лосось,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-014,Сельдь с запечённым картофелем,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-015,Оливки и маслины,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-016,Ассорти фирменных солений,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-017,Ростбиф с луком и гренкой,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-018,Традиционный красный борщ,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-019,Мурманская треска со сливочно-горчичным соусом,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-020,Креветки по-тайски,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,POSSIBLE_DRAFT_VARIANT_FISH_SAUCE,UNKNOWN_NOT_ABSENT,POSSIBLE_DRAFT_VARIANT_SOY_SAUCE,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-021,Бургер VARSHAVKA,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,PRESENT_IN_LOCKED_DRAFT_RECIPE_NOT_SKU_VERIFIED,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-022,Миньоны из говяжьей вырезки,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
VKM-023,Запечённый картофель,0.2.0-REMEDIATION,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,UNKNOWN_NOT_ABSENT,DRAFT_BLOCKED_PENDING_VALIDATION,EVD-0012;EVD-FS-002,Direct allergen classes derived from the exact locked DRAFT recipe names; compound ingredients/variants remain unknown; no UNKNOWN value means absence,Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review,UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP,Procurement; Food Safety/PPK owner
