dish_code,scenario,evidence_price_factor,proxy_price_factor,yield_cost_factor,scenario_food_cost_rub,scenario_kitchen_cogs_rub,status,limitation,exact_formula,applicability_status
VKM-014,PROXY_MINUS_30PCT,1,0.7,1,83.58872,84.842551,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-014,PROXY_PLUS_30PCT,1,1.3,1,92.852464,94.245251,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-014,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,97.042651,98.498291,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-014,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,100.989872,102.50472,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-015,BASE_PROXY_SCENARIO,1,1,1,131.181168,133.148886,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-015,PROXY_MINUS_30PCT,1,0.7,1,92.089018,93.470353,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-015,PROXY_PLUS_30PCT,1,1.3,1,170.273319,172.827419,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-015,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,144.299285,146.463775,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-015,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,206.668161,209.768183,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-016,BASE_PROXY_SCENARIO,1,1,1,38.628157,39.207579,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-016,PROXY_MINUS_30PCT,1,0.7,1,33.722348,34.228183,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
