channel_record_id,position_code,channel,source_model,source_ref_sha,source_path,source_record_key,evidence_kitchen_cogs_rub,evidence_packaging_rub,evidence_other_direct_variable_rub,evidence_complete_direct_cogs_rub,evidence_price_rub,evidence_tax_rate,evidence_commission_rate,model_kitchen_cogs_rub,model_packaging_rub,model_other_direct_variable_rub,model_complete_direct_cogs_rub,model_price_rub,model_target_cogs_ratio,model_food_cost_ratio,model_gross_margin_before_channel_costs_rub,model_tax_rate,model_commission_rate,model_contribution_before_tax_commission_rub,calculation_layer,calculation_status,approval_status,limitations
CH-VKM-003-011,VKM-003,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-003|Гостиничные ужины,,,,,,,,269.866963,0,,269.866963,899.556544,0.3,0.3,629.689581,,,629.689581,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-003-012,VKM-003,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-003|Доставка,,,,,,,,269.866963,65,,334.866963,1116.223211,0.3,0.241768,846.356248,,,781.356248,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-004-013,VKM-004,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-004|À la carte,,,,,,,,314.950338,0,,314.950338,1049.834459,0.3,0.3,734.884121,,,734.884121,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-004-014,VKM-004,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-004|Бизнес-ланч,,,,,,,,314.950338,0,,314.950338,787.375844,0.4,0.4,472.425507,,,472.425507,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-004-015,VKM-004,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-004|Гостиничные ужины,,,,,,,,314.950338,0,,314.950338,1049.834459,0.3,0.3,734.884121,,,734.884121,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-004-016,VKM-004,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-004|Доставка,,,,,,,,314.950338,65,,379.950338,1266.501126,0.3,0.248678,951.550788,,,886.550788,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-005-017,VKM-005,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-005|À la carte,,,,,,,,17.20358,0,,17.203580,57.345266,0.3,0.3,40.141686,,,40.141686,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-005-018,VKM-005,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-005|Бизнес-ланч,,,,,,,,17.20358,0,,17.203580,43.00895,0.4,0.4,25.80537,,,25.80537,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-005-019,VKM-005,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-005|Гостиничные ужины,,,,,,,,17.20358,0,,17.203580,57.345266,0.3,0.3,40.141686,,,40.141686,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-005-020,VKM-005,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-005|Доставка,,,,,,,,17.20358,65,,82.203580,274.011933,0.3,0.062784,256.808353,,,191.808353,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-005-021,VKM-005,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-005|Навынос,,,,,,,,17.20358,40,,57.203580,133.475153,0.428571,0.12889,116.271573,,,76.271573,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-006-022,VKM-006,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-006|À la carte,,,,,,,,15.784376,0,,15.784376,52.614588,0.3,0.3,36.830212,,,36.830212,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-006-023,VKM-006,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-006|Бизнес-ланч,,,,,,,,15.784376,0,,15.784376,39.460941,0.4,0.4,23.676565,,,23.676565,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-006-024,VKM-006,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-006|Гостиничные ужины,,,,,,,,15.784376,0,,15.784376,52.614588,0.3,0.3,36.830212,,,36.830212,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-006-025,VKM-006,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-006|Доставка,,,,,,,,15.784376,65,,80.784376,269.281255,0.3,0.058617,253.496878,,,188.496878,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-006-026,VKM-006,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-006|Навынос,,,,,,,,15.784376,40,,55.784376,130.163675,0.428571,0.121266,114.379299,,,74.379299,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-007-027,VKM-007,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-007|À la carte,,,,,,,,25.922171,0,,25.922171,86.407235,0.3,0.3,60.485065,,,60.485065,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-007-028,VKM-007,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-007|Бизнес-ланч,,,,,,,,25.922171,0,,25.922171,64.805426,0.4,0.4,38.883256,,,38.883256,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-007-029,VKM-007,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-007|Гостиничные ужины,,,,,,,,25.922171,0,,25.922171,86.407235,0.3,0.3,60.485065,,,60.485065,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-007-030,VKM-007,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-007|Доставка,,,,,,,,25.922171,65,,90.922171,303.073902,0.3,0.085531,277.151731,,,212.151731,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-007-031,VKM-007,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-007|Навынос,,,,,,,,25.922171,40,,65.922171,153.818552,0.428571,0.168524,127.896381,,,87.896381,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-008-032,VKM-008,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-008|À la carte,,,,,,,,27.567467,0,,27.567467,91.891555,0.3,0.3,64.324089,,,64.324089,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-008-033,VKM-008,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-008|Бизнес-ланч,,,,,,,,27.567467,0,,27.567467,68.918666,0.4,0.4,41.3512,,,41.3512,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-008-034,VKM-008,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-008|Гостиничные ужины,,,,,,,,27.567467,0,,27.567467,91.891555,0.3,0.3,64.324089,,,64.324089,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-008-035,VKM-008,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-008|Доставка,,,,,,,,27.567467,65,,92.567467,308.558222,0.3,0.089343,280.990755,,,215.990755,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-008-036,VKM-008,Навынос,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-008|Навынос,,,,,,,,27.567467,40,,67.567467,157.65758,0.428571,0.174857,130.090113,,,90.090113,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-009-037,VKM-009,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-009|À la carte,,,,,,,,301.573898,0,,301.573898,1005.246326,0.3,0.3,703.672428,,,703.672428,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-009-038,VKM-009,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-009|Бизнес-ланч,,,,,,,,301.573898,0,,301.573898,753.934745,0.4,0.4,452.360847,,,452.360847,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-009-039,VKM-009,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-009|Гостиничные ужины,,,,,,,,301.573898,0,,301.573898,1005.246326,0.3,0.3,703.672428,,,703.672428,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-009-040,VKM-009,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-009|Доставка,,,,,,,,301.573898,65,,366.573898,1221.912993,0.3,0.246805,920.339095,,,855.339095,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-010-041,VKM-010,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-010|À la carte,,,,,,,,339.689098,0,,339.689098,1132.296994,0.3,0.3,792.607896,,,792.607896,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-010-042,VKM-010,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-010|Бизнес-ланч,,,,,,,,339.689098,0,,339.689098,849.222745,0.4,0.4,509.533647,,,509.533647,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-010-043,VKM-010,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-010|Гостиничные ужины,,,,,,,,339.689098,0,,339.689098,1132.296994,0.3,0.3,792.607896,,,792.607896,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-010-044,VKM-010,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-010|Доставка,,,,,,,,339.689098,65,,404.689098,1348.963661,0.3,0.251815,1009.274562,,,944.274562,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-011-045,VKM-011,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-011|À la carte,,,,,,,,130.834175,0,,130.834175,436.113915,0.3,0.3,305.279741,,,305.279741,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-011-046,VKM-011,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-011|Бизнес-ланч,,,,,,,,130.834175,0,,130.834175,327.085436,0.4,0.4,196.251262,,,196.251262,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
