dish_code,dish_name,recipe_version,scenario_food_cost_rub,proxy_mapped_cost_component_rub,evidence_benchmark_component_rub,spoilage_1_5pct_scenario_rub,scenario_kitchen_cogs_rub,scenario_status,confidence,procurement_block,method,limitations
VKM-011,Греческий,0.1.0-DRAFT,128.900665,102.840665,26.06,1.93351,130.834175,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-012,Винегрет,0.1.0-DRAFT,25.206111,24.912711,0.2934,0.378092,25.584202,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-013,Слабосолёный лосось,0.1.0-DRAFT,467.189404,25.113071,442.076333,7.007841,474.197245,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-014,Сельдь с запечённым картофелем,0.1.0-DRAFT,88.220592,15.439572,72.78102,1.323309,89.543901,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-015,Оливки и маслины,0.1.0-DRAFT,131.181168,130.307168,0.874,1.967718,133.148886,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-016,Ассорти фирменных солений,0.1.0-DRAFT,38.628157,16.352697,22.27546,0.579422,39.207579,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-017,Ростбиф с луком и гренкой,0.1.0-DRAFT,151.567144,148.447144,3.12,2.273507,153.840651,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-018,Традиционный красный борщ,0.1.0-DRAFT,99.788792,82.095067,17.693725,1.496832,101.285624,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-019,Мурманская треска со сливочно-горчичным соусом,0.1.0-DRAFT,365.944995,62.187699,303.757296,5.489175,371.43417,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-020,Креветки по-тайски,0.1.0-DRAFT,352.071676,99.465476,252.6062,5.281075,357.352751,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-021,Бургер VARSHAVKA,0.1.0-DRAFT,226.957326,62.834046,164.12328,3.40436,230.361685,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-022,Миньоны из говяжьей вырезки,0.1.0-DRAFT,321.938912,18.805907,303.133006,4.829084,326.767996,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-023,Запечённый картофель,0.1.0-DRAFT,19.652742,2.654442,16.9983,0.294791,19.947533,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-024,Рис жасмин,0.1.0-DRAFT,24.203589,18.562331,5.641258,0.363054,24.566642,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-025,Горячие овощи,0.1.0-DRAFT,48.158285,16.328672,31.829613,0.722374,48.880659,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-029,Черничный торт VARSHAVKA,0.1.0-DRAFT,896.232998,34.370276,861.862722,13.443495,909.676493,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-030,Кростата с солёной карамелью,0.1.0-DRAFT,560.727853,8.96277,551.765083,8.410918,569.138771,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
VKM-031,Мадлен,0.1.0-DRAFT,249.580713,7.873194,241.707519,3.743711,253.324424,ASSUMPTION_BLOCKED_PENDING_VALIDATION,LOW_CONFIDENCE,OPEN,Same no-double-count DAG as evidence layer; all 74 missing prices supplied only by explicit public category proxies,"Not complete evidence-backed COGS; exact SKU, make/buy, yields, quotations, VAT, delivery and MOQ remain open"
