"safety_card_id","dish_code","dish_name","section","version","as_of_date","source_recipe_version","source_recipe_blob_sha","source_vsf_blob_sha","assessment_scope","raw_material_requirements","biological_hazards","chemical_hazards","physical_hazards","allergens_draft","cross_contact_controls","temperature_critical_limit","cooling_critical_limit","reheating_critical_limit","storage_shelf_life","service_flow_assessment","cooling_applicability","reheating_applicability","process_control_required","labeling_traceability","required_confirmation","evidence_ids","parameter_status","readiness_veto","veto_reason","next_action","unblock_condition","confirmation_owner"
"FSC-011","VKM-011","Греческий","Салаты","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","growth or transfer of microorganisms during receipt/preparation/service; contamination from raw produce or ready-to-eat components","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","MILK — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","cold-chain and time-out-of-control limit","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-012","VKM-012","Винегрет","Салаты","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","growth or transfer of microorganisms during receipt/preparation/service; contamination from raw produce or ready-to-eat components","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","UNKNOWN_RECIPE_SKU; no allergen may be declared absent","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","cold-chain and time-out-of-control limit","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-013","VKM-013","Слабосолёный лосось","Холодные закуски","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","FISH — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","cold-chain and time-out-of-control limit","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-014","VKM-014","Сельдь с запечённым картофелем","Холодные закуски","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","FISH — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","separate controls for ready-to-eat fish and cooked potato; assembly time/cold-chain","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-015","VKM-015","Оливки и маслины","Холодные закуски","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","growth or transfer of microorganisms during receipt/preparation/service; contamination from raw produce or ready-to-eat components","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","UNKNOWN_RECIPE_SKU; no allergen may be declared absent","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","cold-chain and time-out-of-control limit","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-016","VKM-016","Ассорти фирменных солений","Холодные закуски","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","unvalidated acidification/preservation process; microbiological growth if recipe, pH and time are not validated","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","UNKNOWN_RECIPE_SKU; no allergen may be declared absent","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","validated acidification/pH/time and cold-chain limit","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-017","VKM-017","Ростбиф с луком и гренкой","Холодные закуски","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw/ready-to-eat cross-contamination; veterinary/lot documentation gap","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","GLUTEN;MUSTARD;EGG — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Cold/RTE or mixed assembly; no lethality step may be assumed at final assembly","APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK","NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation","cold-chain and time-out-of-control limit","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-018","VKM-018","Традиционный красный борщ","Супы","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","raw-material and process-dependent microbiological hazards; survival/growth if the validated process is absent","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","MILK — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Hot production; immediate service versus make-ahead/holding route is not yet approved","CONDITIONAL: applies if any component is prepared in advance; cooling route and limit require validation","CONDITIONAL: applies only to an approved make-ahead route; reheating route and limit require validation","validated heat-treatment, holding and/or immediate-service limits by final process","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-019","VKM-019","Мурманская треска со сливочно-горчичным соусом","Горячие блюда","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","FISH;MILK;MUSTARD — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Hot production; immediate service versus make-ahead/holding route is not yet approved","CONDITIONAL: applies if any component is prepared in advance; cooling route and limit require validation","CONDITIONAL: applies only to an approved make-ahead route; reheating route and limit require validation","validated heat-treatment, holding and/or immediate-service limits by final process","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-020","VKM-020","Креветки по-тайски","Горячие блюда","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","CRUSTACEAN — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Hot production; immediate service versus make-ahead/holding route is not yet approved","CONDITIONAL: applies if any component is prepared in advance; cooling route and limit require validation","CONDITIONAL: applies only to an approved make-ahead route; reheating route and limit require validation","validated heat-treatment, holding and/or immediate-service limits by final process","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-021","VKM-021","Бургер VARSHAVKA","Горячие блюда","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw/ready-to-eat cross-contamination; veterinary/lot documentation gap","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","GLUTEN;MILK;EGG — DRAFT_NAME_BASED; not final until recipe and SKU labels","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Hot production; immediate service versus make-ahead/holding route is not yet approved","CONDITIONAL: applies if any component is prepared in advance; cooling route and limit require validation","CONDITIONAL: applies only to an approved make-ahead route; reheating route and limit require validation","validated heat-treatment, holding and/or immediate-service limits by final process","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
"FSC-022","VKM-022","Миньоны из говяжьей вырезки","Горячие блюда","0.2.0-REMEDIATION","2026-08-03","0.1.0-DRAFT","c6b22ad5f2812cc989a0d3593f40e21207da8f53","ab0f20fb7bbc68981bf307d8c817d6d2d983bdfb","Version-locked review of the current DRAFT recipe/VSF structure; not Chef approval and not operational release","Approved recipe and SKU specification; supplier/manufacturer label; conformity/veterinary documents where applicable; lot, production/expiry dates, storage and transport conditions; intact packaging and acceptance record","temperature abuse; microbiological hazards; raw/ready-to-eat cross-contamination; veterinary/lot documentation gap","allergens and additives from final SKU composition; residues/contaminants within applicable technical-regulation limits; cleaning-chemical carryover controlled by PRP","foreign bodies from raw materials, packaging, equipment or service ware; control method to be fixed in site HACCP/PPK","UNKNOWN_RECIPE_SKU; no allergen may be declared absent","Dedicated/validated cleaning and separation by workflow; identify shared flour, dairy, egg, fish, crustacean, mustard and other allergen contact after final recipe/equipment map; record changeover and staff instruction","null","null","null","null","Hot production; immediate service versus make-ahead/holding route is not yet approved","CONDITIONAL: applies if any component is prepared in advance; cooling route and limit require validation","CONDITIONAL: applies only to an approved make-ahead route; reheating route and limit require validation","validated heat-treatment, holding and/or immediate-service limits by final process","Link finished batch/portion to recipe version, ingredient SKU/lot, supplier document, production date/time, responsible employee, applicable storage/use-by data, disposition and corrective action; consumer allergen information only after final composition review","chef-frozen recipe; all SKU labels/specifications; site HACCP/PPK hazard analysis and validated critical limits; supplier/manufacturer storage and shelf-life documents; control-cook measurements; approved labeling/traceability form","EVD-0003;EVD-0012;EVD-0013;EVD-0014;EVD-0015;EVD-FS-001;EVD-FS-002;EVD-FS-003","BLOCKED_PENDING_VALIDATION","BLOCK","Current DRAFT recipe is version-locked for review, but Chef acceptance, SKU allergen dossier, validated dish-specific limits, shelf life and site HACCP/PPK release record are absent","Chef accepts or revises the locked draft; Procurement submits SKU dossier; PPK owner validates hazards/limits, actual flow and traceability before release review","Exact accepted recipe/VSF version + complete SKU/lot dossier + approved site flow/HACCP/PPK record + measured validation of every applicable process/cooling/reheating/storage limit + approved traceability/allergen communication; FoodSafetyAgent re-review required","Chef; Procurement; Food Safety/PPK owner; Operations"
