"dish_code","dish_name","version","as_of_date","PEANUT","ASPARTAME","MUSTARD","SULPHITES","GLUTEN","SESAME","LUPIN","MOLLUSC","MILK","NUTS","CRUSTACEAN","FISH","CELERY","SOY","EGG","matrix_status","evidence_ids","method","required_confirmation","cross_contact_status","owner"
"VKM-011","Греческий","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-012","Винегрет","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-013","Слабосолёный лосось","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-014","Сельдь с запечённым картофелем","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-015","Оливки и маслины","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-016","Ассорти фирменных солений","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-017","Ростбиф с луком и гренкой","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-018","Традиционный красный борщ","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-019","Мурманская треска со сливочно-горчичным соусом","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-020","Креветки по-тайски","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-021","Бургер VARSHAVKA","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-022","Миньоны из говяжьей вырезки","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-023","Запечённый картофель","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-024","Рис жасмин","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-025","Горячие овощи","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-029","Черничный торт VARSHAVKA","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-030","Кростата с солёной карамелью","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
"VKM-031","Мадлен","0.1.0","2026-08-03","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","UNKNOWN_RECIPE_SKU","PRESENT_DRAFT_NAME_BASED","DRAFT_BLOCKED_PENDING_VALIDATION","EVD-0012;EVD-FS-002","Name/category screening only; not a declaration of composition or absence","Final recipe including compound ingredients; manufacturer labels/specifications for each SKU; cross-contact statements; production-flow review","UNKNOWN_PENDING_SITE_FLOW_AND_EQUIPMENT_MAP","Procurement; Food Safety/PPK owner"
